borough_pluto,block_pluto,lot_pluto,cd,ct2010,cb2010,schooldist,council,zipcode,firecomp,policeprct,healtharea,sanitboro,sanitdistrict,sanitsub,address_pluto,zonedist1,zonedist2,zonedist3,zonedist4,overlay1,overlay2,spdist1,spdist2,ltdheight,allzoning1,allzoning2,splitzone,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,bsmtcode,assessland,assesstot,exemptland,exempttot,yearbuilt,builtcode,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,condono,tract2010,xcoord,ycoord,zonemap,zmcode,sanborn,taxmap,edesignum,appbbl,appdate,plutomapid,version,borough_finance,neighborhood,building class category,tax class at present,block_finance,lot_finance,ease-ment,building class at present,address_finance,apartment number,zip code,residential units,commercial units,total units,land square feet,gross square feet,year built,tax class at time of sale,building class at time of sale,sale price,sale date,price per sqft,bbl_pluto,unit_bbl
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2369,62, ,A5,507 WEIHER COURT                         ,            ,10456,1,0,1,695,1152,1899,1,A5,310000,2010-02-08,269.09722222222223,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2389,56, ,A1,455 EAST 167TH STREET                    ,            ,10456,1,0,1,2435,1220,1899,1,A1,345000,2010-08-13,141.68377823408625,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2389,56, ,A1,455 EAST 167TH STREET                    ,            ,10456,1,0,1,2435,1220,1899,1,A1,210000,2010-02-01,86.24229979466119,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2617,35, ,A5,706 ST. ANN'S AVENUE                     ,            ,10455,1,0,1,1620,1152,1993,1,A5,0,2010-08-13,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2624,9, ,A5,644 EAGLE AVENUE                         ,            ,10455,1,0,1,3000,1152,1992,1,A5,318848,2010-04-28,106.28266666666667,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2630,231, ,A5,667 EAST 158TH STREET                    ,            ,10456,1,0,1,1751,1152,1992,1,A5,0,2010-08-05,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2647,156, ,A5,845 FOREST AVENUE                        ,            ,10456,1,0,1,1575,1152,1992,1,A5,44350,2010-07-03,28.158730158730158,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2669,11, ,A1,980 TINTON AVENUE                        ,            ,10456,1,0,1,2325,1686,1920,1,A1,0,2010-12-17,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2669,11, ,A1,980 TINTON AVENUE                        ,            ,10456,1,0,1,2325,1686,1920,1,A1,110900,2010-12-17,47.69892473118279,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2669,21, ,A1,998 TINTON                               ,            ,10456,1,0,1,1875,1616,1920,1,A1,3912,2010-04-30,2.0864,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2673,118, ,A5,1238 TINTON AVENUE                       ,            ,10456,1,0,1,2361,1320,1987,1,A5,270000,2010-01-13,114.35832274459975,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2676,17, ,A1,769 UNION AVENUE                         ,            ,10455,1,0,1,1212,1142,1901,1,A1,325000,2010-01-14,268.15181518151815,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2687,27, ,A5,685 DAWSON STREET                        ,            ,10455,1,0,1,1192,1530,1901,1,A5,0,2010-01-19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2691,6, ,A1,1028 PROSPECT AVENUE                     ,            ,10459,1,0,1,2424,1858,1901,1,A1,230000,2010-12-15,94.88448844884489,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2691,6, ,A1,1028 PROSPECT AVE                        ,            ,10459,1,0,1,2424,1858,1901,1,A1,77000,2010-06-22,31.765676567656765,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2726,4, ,A5,1032 FOX STREET                          ,            ,10459,1,0,1,2000,2100,1992,1,A5,10,2010-03-30,0.004761904761904762,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2931,21, ,A9,1344 FULTON AVENUE                       ,            ,10456,1,0,1,5824,2278,1920,1,A9,325000,2010-04-01,55.80357142857143,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2965,105, ,A5,1383 INTERVALE AVENUE                    ,            ,10459,1,0,1,2120,1152,1988,1,A5,334000,2010-01-12,157.54716981132074,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2965,259, ,A5,869 FREEMAN STREET                       ,            ,10459,1,0,1,2016,1782,1990,1,A5,0,2010-07-08,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2965,259, ,A5,869 FREEMAN STREET                       ,            ,10459,1,0,1,2016,1782,1990,1,A5,1000,2010-05-06,0.49603174603174605,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2965,259, ,A5,869 FREEMAN STREET                       ,            ,10459,1,0,1,2016,1782,1990,1,A5,146000,2010-04-01,72.42063492063492,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2968,33, ,A1,1282 UNION AVENUE                        ,            ,10459,1,0,1,2431,712,1901,1,A1,286000,2010-11-12,117.6470588235294,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2972,51, ,A9,1319 BRISTOW STREET                      ,            ,10459,1,0,1,1667,1680,1920,1,A9,295000,2010-11-30,175.5952380952381,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2972,51, ,A9,1319 BRISTOW STREET                      ,            ,10459,1,0,1,1667,1680,1920,1,A9,140946,2010-06-16,83.89642857142857,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2974,165, ,A5,1233 SIMPSON STREET                      ,            ,10459,1,0,1,1800,1188,1991,1,A5,0,2010-10-01,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY HOMES                        ,1,2987,40, ,A1,1431 VYSE AVENUE                         ,            ,10459,1,0,1,2500,1619,1901,1,A1,185000,2010-03-22,74.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2377,148, ,B2,732 ELTON AVENUE                         ,            ,10455,2,0,2,2000,2400,1991,1,B2,390000,2010-02-02,162.5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2387,35, ,B2,1079 WASHINGTON AVENUE                   ,            ,10456,2,0,2,2354,2520,1899,1,B2,358333,2010-06-18,142.19563492063492,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2610,57, ,B2,1237 FULTON AVENUE                       ,            ,10456,2,0,2,3007,2177,1901,1,B2,194688,2010-03-17,64.74492850016628,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2610,57, ,B2,1237 FULTON AVENUE                       ,            ,10456,2,0,2,3007,2177,1901,1,B2,385434,2010-01-04,128.17891586298637,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2611,38, ,B2,1211 FRANKLIN AVENUE                     ,            ,10456,2,0,2,2059,1956,1901,1,B2,150000,2010-01-27,72.85089849441476,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2612,65, ,B1,583 EAST 168TH STREET                    ,            ,10456,2,0,2,2155,3496,2007,1,B1,485000,2010-03-09,138.72997711670482,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2612,66, ,B1,581 EAST 168 STREET                      ,            ,10456,2,0,2,2143,3496,2007,1,B1,485000,2010-09-28,138.72997711670482,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2617,83, ,B3,643 EAGLE AVENUE                         ,            ,10455,2,0,2,2765,1840,1901,1,B3,0,2010-08-19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2617,83, ,B3,643 EAGLE AVENUE                         ,            ,10455,2,0,2,2765,1840,1901,1,B3,150100,2010-08-19,54.285714285714285,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2624,1, ,B2,630 EAGLE AVENUE                         ,            ,10455,2,0,2,1538,2493,1901,1,B2,310000,2010-09-16,124.34817488969114,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2642,52, ,B2,605 WALES AVENUE                         ,            ,10455,2,0,2,1951,2700,1920,1,B2,146928,2010-08-24,54.41777777777778,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2655,109, ,B2,780 EAST 158 STREET                      ,            ,10456,2,0,2,2253,2340,2001,1,B2,0,2010-05-12,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2662,26, ,B2,1177 TINTON AVENUE                       ,            ,10456,2,0,2,2228,1776,1920,1,B2,0,2010-11-04,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2663,42, ,B2,1235 TINTON AVENUE                       ,            ,10456,2,0,2,4557,2150,1920,1,B2,400000,2010-05-21,87.77704630239192,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2669,69, ,S2,785 EAST 163RD STREET                    ,            ,10456,2,1,3,1096,1350,1925,1,S2,145000,2010-05-06,107.4074074074074,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2683,118, ,B2,558 FOX STREET                           ,            ,10455,2,0,2,3052,2340,1990,1,B2,300000,2010-03-31,98.2961992136304,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2683,260, ,B2,642 FOX STREET                           ,            ,10455,2,0,2,2000,2340,1990,1,B2,0,2010-04-19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2684,130, ,B2,575 FOX ST                               ,            ,10455,2,0,2,2500,2340,1990,1,B2,0,2010-01-29,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2684,197, ,B2,979 AVENUE SAINT JOHN                    ,            ,10455,2,0,2,2200,2340,1990,1,B2,335000,2010-05-21,143.16239316239316,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2687,25, ,B1,691 DAWSON STREET                        ,            ,10455,2,0,2,1112,1530,1901,1,B1,0,2010-09-30,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2687,34, ,B2,669 DAWSON STREET                        ,            ,10455,2,0,2,2175,2416,1901,1,B2,0,2010-07-10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2687,38, ,B2,738 PROSPECT AVENUE                      ,            ,10455,2,0,2,1673,2142,1901,1,B2,155000,2010-07-20,72.36227824463118,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2687,38, ,B2,738 PROSPECT AVENUE                      ,            ,10455,2,0,2,1673,2142,1901,1,B2,100000,2010-04-02,46.68534080298786,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2691,87, ,B2,1097 HALL PLACE                          ,            ,10459,2,0,2,2276,1680,1993,1,B2,0,2010-09-16,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2694,93, ,B1,1330 PROSPECT AVENUE                     ,            ,10459,2,0,2,1728,2988,1991,1,B1,360000,2010-04-09,120.48192771084338,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2705,32, ,B2,1085 KELLY STREET                        ,            ,10459,2,0,2,2100,1680,1992,1,B2,0,2010-04-14,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2705,38, ,B2,1075 KELLY STREET                        ,            ,10459,2,0,2,2100,1680,1992,1,B2,0,2010-08-06,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2705,80, ,B2,1063 KELLY STREET                        ,            ,10459,2,0,2,1667,1696,1901,1,B2,10,2010-06-07,0.00589622641509434,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2716,111, ,B2,1050 KELLY STREET                        ,            ,10459,2,0,2,2100,1680,1993,1,B2,449000,2010-02-04,213.8095238095238,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2716,167, ,B2,1039 TIFFANY                             ,            ,10459,2,0,2,2100,1680,1993,1,B2,0,2010-03-22,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2728,62, ,B2,1140 SIMPSON STREET                      ,            ,10459,2,0,2,1900,2280,1992,1,B2,395000,2010-10-19,173.24561403508773,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2744,23, ,S2,964 E. 167TH STREET                      ,            ,10459,2,1,3,1500,2520,1910,1,S2,0,2010-05-17,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2744,25, ,S2,968 EAST 167 STREET                      ,            ,10459,2,1,3,2250,1500,1932,1,S2,0,2010-05-17,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2753,50, ,B2,1161 WEST FARMS ROAD                     ,            ,10459,2,0,2,2348,2100,1992,1,B2,408100,2010-12-28,173.80749574105621,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2964,4, ,B2,1376 BRISTOW STREET                      ,            ,10459,2,0,2,2000,2348,1899,1,B2,175100,2010-07-01,74.5741056218058,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2968,44, ,B1,828 RITTER PLACE                         ,            ,10459,2,0,2,1617,1026,1901,1,B1,360000,2010-04-13,222.63450834879407,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2970,14, ,B2,1344 PROSPECT AVE                        ,            ,10459,2,0,2,2500,3168,1901,1,B2,10,2010-09-17,0.0031565656565656565,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2970,14, ,B2,1344 PROSPECT AVE                        ,            ,10459,2,0,2,2500,3168,1901,1,B2,245000,2010-08-31,77.33585858585859,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2970,14, ,B2,1344 PROSPECT AVENUE                     ,            ,10459,2,0,2,2500,3168,1901,1,B2,516221,2010-02-22,162.94854797979798,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2970,19, ,B2,1354 PROSPECT AVENUE                     ,            ,10459,2,0,2,2477,4028,1931,1,B2,480000,2010-06-10,119.16583912611718,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2970,19, ,B2,1354 PROSPECT AVENUE                     ,            ,10459,2,0,2,2477,4028,1931,1,B2,0,2010-03-16,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MORRISANIA/LONGWOOD      ,02  TWO FAMILY HOMES                        ,1,2970,19, ,B2,1354 PROSPECT AVENUE                     ,            ,10459,2,0,2,2477,4028,1931,1,B2,215475,2010-03-16,53.49428997020854,,
