borough_pluto,block_pluto,lot_pluto,cd,ct2010,cb2010,schooldist,council,zipcode,firecomp,policeprct,healtharea,sanitboro,sanitdistrict,sanitsub,address_pluto,zonedist1,zonedist2,zonedist3,zonedist4,overlay1,overlay2,spdist1,spdist2,ltdheight,allzoning1,allzoning2,splitzone,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,bsmtcode,assessland,assesstot,exemptland,exempttot,yearbuilt,builtcode,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,condono,tract2010,xcoord,ycoord,zonemap,zmcode,sanborn,taxmap,edesignum,appbbl,appdate,plutomapid,version,borough_finance,neighborhood,building class category,tax class at present,block_finance,lot_finance,ease-ment,building class at present,address_finance,apartment number,zip code,residential units,commercial units,total units,land square feet,gross square feet,year built,tax class at time of sale,building class at time of sale,sale price,sale date,price per sqft,bbl_pluto,unit_bbl
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,2079, ,R4,81 METROPOLITAN OVAL                     ,11G         ,10462,1,0,1,0,0,0,2,R4,108000,2010-07-08,,2039377501.0,2039372079.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,2141, ,R4,63 METROPOLITAN OVAL                     ,8C          ,10462,1,0,1,0,0,0,2,R4,102000,2010-06-28,,2039377501.0,2039372141.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,2162, ,R4,89 METROPOLITAN OVAL                     ,1E          ,10462,1,0,1,0,0,0,2,R4,105000,2010-05-24,,2039377501.0,2039372162.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,2208, ,R4,89 METROPOLITAN OVAL                     ,7C          ,10462,1,0,1,0,0,0,2,R4,0,2010-02-05,,2039377501.0,2039372208.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,2230, ,R4,89 METROPOLITAN OVAL                     ,10A         ,10462,1,0,1,0,0,0,2,R4,0,2010-01-25,,2039377501.0,2039372230.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,2251, ,R4,89 METROPOLITAN OVAL                     ,12F         ,10462,1,0,1,0,0,0,2,R4,0,2010-03-01,,2039377501.0,2039372251.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,2280, ,R4,99 METROPOLITAN OVAL                     ,2H          ,10462,1,0,1,0,0,0,2,R4,100000,2010-06-10,,2039377501.0,2039372280.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,2521, ,R4,1575 UNIONPORT ROAD                      ,6C          ,10462,1,0,1,0,0,0,2,R4,89000,2010-12-08,,2039377501.0,2039372521.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,2570, ,R4,1585 UNIONPORT ROAD                      ,5E          ,10462,1,0,1,0,0,0,2,R4,70000,2010-04-09,,2039377501.0,2039372570.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,2775, ,R4,1545 ARCHER RD                           ,MC          ,10462,1,0,1,0,0,0,2,R4,110000,2010-06-16,,2039377501.0,2039372775.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,2816, ,R4,1545 ARCHER ROAD                         ,5D          ,10462,1,0,1,0,0,0,2,R4,35000,2010-11-04,,2039377501.0,2039372816.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,2875, ,R4,1530 ARCHER ROAD                         ,4D          ,10462,1,0,1,0,0,0,2,R4,0,2010-09-13,,2039377501.0,2039372875.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,2934, ,R4,1520 ARCHER ROAD                         ,3D          ,10462,1,0,1,0,0,0,2,R4,140000,2010-02-08,,2039377501.0,2039372934.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,2973, ,R4,1510 ARCHER ROAD                         ,TF          ,10462,1,0,1,0,0,0,2,R4,105500,2010-11-09,,2039377501.0,2039372973.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,3069, ,R4,1500 ARCHER ROAD                         ,4D          ,10462,1,0,1,0,0,0,2,R4,0,2010-11-05,,2039377501.0,2039373069.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,3364, ,R4,1410 WOOD ROAD                           ,1A          ,10462,1,0,1,0,0,0,2,R4,155000,2010-10-25,,2039377501.0,2039373364.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,3387, ,R4,1410 WOOD ROAD                           ,3H          ,10462,1,0,1,0,0,0,2,R4,0,2010-02-25,,2039377501.0,2039373387.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,3390, ,R4,1410 WOOD ROAD                           ,4C          ,10462,1,0,1,0,0,0,2,R4,100000,2010-10-27,,2039377501.0,2039373390.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,3403, ,R4,1410 WOOD ROAD                           ,5H          ,10462,1,0,1,0,0,0,2,R4,0,2010-12-20,,2039377501.0,2039373403.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,3422, ,R4,1380 VIRGINIA AVENUE                     ,MC          ,10462,1,0,1,0,0,0,2,R4,0,2010-04-08,,2039377501.0,2039373422.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,3528, ,R4,1370 VIRGINIA AVENUE                     ,7C          ,10462,1,0,1,0,0,0,2,R4,80000,2010-05-13,,2039377501.0,2039373528.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,3534, ,R4,1919 MC GRAW AVENUE                      ,MA          ,10462,1,0,1,0,0,0,2,R4,104000,2010-12-29,,2039377501.0,2039373534.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,3540, ,R4,1919 MCGRAW AVE                          ,MG          ,10462,1,0,1,0,0,0,2,R4,155000,2010-04-02,,2039377501.0,2039373540.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,3541, ,R4,1919 MCGRAW AVENUE                       ,MH          ,10462,1,0,1,0,0,0,2,R4,140000,2010-12-10,,2039377501.0,2039373541.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,3617, ,R4,1919 MCGRAW AVE                          ,10D         ,10462,1,0,1,0,0,0,2,R4,140000,2010-11-09,,2039377501.0,2039373617.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,3717, ,R4,1439 METROPOLITAN AVENUE                 ,3H          ,10462,1,0,1,0,0,0,2,R4,110000,2010-04-16,,2039377501.0,2039373717.0
BX,3937.0,7501.0,209.0,216.02,3002.0,12.0,18.0,10462.0,E064,43.0,1310.0,3.0,9.0,,65 WOOD ROAD,R6,C4-2,,,C1-2,,PC,,,C1-2/R6/PC,C4-2,Y,RM,4.0,1.0,,PARKCHESTER SOUTH CON,9273.0,2207763.0,668219.0,1539544.0,47496.0,598908.0,0.0,0.0,0.0,21815.0,2.0,35.0,9.0,2121.0,2141.0,229.0,150.0,900.0,150.0,,0.0,Y,5.0,5.0,1520844.0,47818057.0,88454.0,18186573.0,1939.0,,0.0,0.0,,,238.09,2.43,0.0,4.8,2.0,2039377501.0,23.0,21602.0,1022437.0,244495.0,4b,,219 007,21503.0,,2039290001.0,12/20/1986,1.0,16v1,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3937,3943, ,R4,1491 WEST AVENUE                         ,1D          ,10462,1,0,1,0,0,0,2,R4,108000,2010-09-20,,2039377501.0,2039373943.0
