xcoord,ycoord,latitude,longitude,sale price,price per sqft,zip code,tree_count_quarter_mile
1023950.0,244839.0,40.8386124858,-73.8565254824,115000,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,95000,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,100000,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,118000,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,98000,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,89000,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,170000,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,0,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,110000,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,51000,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,0,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,0,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,0,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,0,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,0,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,0,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,100000,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,100000,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,100000,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,85000,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,124000,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,71487,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,71487,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,0,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,0,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,120000,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,100500,,10462,439.0
